lat,lon,id,heading_forward,heading_back,heading_forward_plus_90,heading_forward_minus_90,delta
55.69865973053685,12.504785453270744,99100,50.02970515590312,-129.96999997502067,140.02970515590312,-39.97029484409688,0.0019747546849742
55.69493948210544,12.59369778466149,99101,37.42834352714232,-142.57153749352543,127.42834352714232,-52.57165647285768,0.0008950869455257
55.68075625939149,12.607054433366448,99111,11.372288585756245,-168.6276939820528,101.37228858575624,-78.62771141424376,0.0003146831139953
55.69409933931888,12.561069976094196,99112,66.21172181366512,-113.78821981809376,156.21172181366512,-23.78827818633488,0.0003650863653574
55.691834215156426,12.55256773074645,99114,139.3100115804086,-40.68996745017583,229.3100115804086,49.3100115804086,0.0001518698341723
55.66811298280623,12.585141426122732,99115,-73.21576097105685,106.78379572129568,16.784239028943148,-163.21576097105685,0.0027228822056784
55.656885480716326,12.560026753604529,99131,179.91415007847664,-0.0858498786701318,269.9141500784766,89.91415007847664,0.0001836255024112
55.67918023313838,12.537187421248658,99133,-166.40796953173728,13.591909742665166,-76.40796953173728,-256.4079695317373,0.001857868712508
55.65863568218801,12.619819433160892,99135,-110.09952983201804,69.90036500528423,-20.09952983201805,-200.09952983201805,0.0006503019978728
55.71056047218714,12.516817219300584,99137,110.211198717112,-69.78878520180498,200.211198717112,20.211198717112,9.939924888578712e-05
55.70141732770403,12.580934306608574,99138,46.57179765522979,-133.42803227712818,136.57179765522977,-43.42820234477021,0.0012795603549673
55.71252061809794,12.475131120467047,99143,-116.57873115377907,63.42112372198201,-26.578731153779074,-206.57873115377907,0.0012285295863155
55.68526374070576,12.55311929007985,99144,124.74623903215914,-55.25361520213738,214.74623903215917,34.74623903215914,0.0009480559552225
55.707134590183706,12.526307165508618,99147,-145.5119425769235,34.48804654500046,-55.5119425769235,-235.5119425769235,8.52176770104765e-05
55.69492593922642,12.507519631905073,99149,141.849926657382,-38.149978986100336,231.849926657382,51.84992665738199,0.0007034443289603
55.69298609147966,12.51087351527598,99153,-113.6596188316551,66.34017822753769,-23.65961883165509,-203.6596188316551,0.0012654679649576
55.66158539213465,12.5570349080021,99158,-69.24476354319984,110.7551235301326,20.75523645680016,-159.24476354319984,0.0006993221319759
55.71741701270326,12.513729327110926,99159,-172.65014482335428,7.349843191189024,-82.65014482335428,-262.65014482335425,0.0003255787499013
55.70765756832512,12.454322058787334,99161,176.5890989603446,-3.4108664982259427,266.5890989603446,86.58909896034459,0.001991336013631
55.721674939215326,12.579309925491344,99162,-90.28055982306395,89.71930496354902,-0.2805598230639674,-180.280559823064,0.0008181776321576
55.692030459155085,12.581478114877507,99164,-44.83592321615918,135.16402991792935,45.16407678384082,-134.8359232161592,0.000326266029478
55.69753061360912,12.591822295191845,99172,0.3625178155156142,-179.63747738665597,90.36251781551562,-89.63748218448438,0.0026001110421859
55.682335133552,12.605610170887616,99176,-154.00935320014284,25.990628046561767,-64.00935320014284,-244.00935320014284,0.0001737774139429
55.69189480640827,12.576621970524435,99181,124.8594663652087,-55.14052822097895,214.8594663652087,34.859466365208704,3.521579162262829e-05
55.64952378955691,12.52451029540572,99183,9.465634524647596,-170.53434088969772,99.4656345246476,-80.5343654753524,0.0005264829479036
55.71736136355834,12.583525632531584,99186,170.05278408725047,-9.947191633241545,260.0527840872505,80.05278408725047,0.0004951924921957
55.68071497724068,12.555653220461965,99187,28.943125990443807,-151.0567815917092,118.9431259904438,-61.0568740095562,0.0007998710138884
55.67258154594261,12.592908570353773,99191,-135.11728194363107,44.88264300558109,-45.11728194363107,-225.11728194363107,0.0005226100594127
55.669857485732216,12.51453872914714,99192,-174.28197269591047,5.718010427936974,-84.28197269591047,-264.28197269591044,0.0005857192106311
55.69721424143801,12.567188624145576,99195,136.47685838931852,-43.52281540554949,226.4768583893185,46.47685838931852,0.0022971719882342
55.65118956059985,12.529985662395374,99196,-30.191858965626245,149.80808780883288,59.80814103437376,-120.19185896562624,0.0004494816289633
55.66007615248099,12.513825546137385,99197,114.06775203846286,-65.93217441659257,204.06775203846288,24.067752038462856,0.0004593230090199
55.69693251425677,12.539771923583723,99204,1.2752206654749765,-178.72477308173035,91.27522066547498,-88.72477933452502,0.0009609628669529
55.64369698812883,12.62552150970686,99212,-120.12677977943916,59.87305109799641,-30.126779779439147,-210.12677977943915,0.0010825827414699
55.68184156335791,12.579997662564312,99213,126.97408286907506,-53.02586702030389,216.97408286907503,36.97408286907506,0.0003296654371157
55.70030821217794,12.495188644711789,99214,-134.93561812622545,45.06437533843933,-44.93561812622545,-224.93561812622545,4.540228890152446e-05
55.68760548087086,12.607409178810682,99215,-109.3320495633808,70.6677981939946,-19.332049563380792,-199.3320495633808,0.0009395163972348
55.72341102941372,12.571544558665266,99218,-94.8072108782311,85.19260062914347,-4.807210878231103,-184.8072108782311,0.0011418270540616
55.65706748750051,12.510413202030737,99219,-179.3728983610114,0.6271014576752805,-89.37289836101141,-269.3728983610114,5.672312697966318e-05
55.68303865281528,12.476955802663802,99220,5.521996807447778,-174.47798660740895,95.52199680744778,-84.47800319255222,0.0005952810774249
55.6921100766338,12.492944108217817,99221,133.9203262161128,-46.0795352723118,223.9203262161128,43.92032621611281,0.0009544387787775
55.65265790248819,12.50006827519158,99223,-19.253818551506377,160.7461147971193,70.74618144849362,-109.25381855150638,0.0007680154930397
55.70824238836065,12.556089238568596,99227,164.31804028398045,-15.681911879752874,254.31804028398045,74.31804028398045,0.0006502257557654
